Text,language
"Il nous faut ´†reconnaÓtre ‡† qui et ‡† quoi nous devons la vie - et le verbe ""devoir"", ici, nous oriente vers la gratitude et le soin, nous invite ‡† cultiver des relations d'affiliation, ‡† assumer des responsabilitÈs et des devoirs -.",French
"ª [14] Dans l'usage commun et religieux, la nature a longtemps ÈtÈ prÈsentÈe dichotomiquement en Europe, comme ce qui est autour de l'Homme, qui n'est pas lui (opposÈ ‡† la culture), et qui est animÈ par des processus ou des forces qui lui Èchappent[rÈf.",French
"souhaitÈe] vu de faÁon horizontale, puis lors du Moyen ‡Çge et avec l'arrivÈe de la pensÈe industrielle, une hiÈrarchie entre l'homme et la nature s'impose, l'homme est au-dessus de la nature, jusqu'‡† arriver ‡† un stade d'opposition ‡† la nature[15].",French
"‡ prÈsent, avec les progrËs scientifiques, il est gÈnÈralement considÈrÈ comme acquis que l'espËce humaine soit parmi d'autres dans la nature.",French
"Les sciences et notamment l'Ècologie montrent que la nature (co-)Èvolue dans le temps et l'espace, selon des dynamiques complexes, incluant celles de l'Èvolution des espËces, la sÈlection naturelle, et que les forces animÈes ou dÈtournÈes par l'Ítre humain ou d'autres espËces sont devenues capables de modifier les grands processus naturels planÈtaires.",French
"Dans l'interprÈtation des philosophies animistes ou religieuses, la nature est prÈsentÈe comme manifestant l'Èquivalent d'une volontÈ autonome ou d'un sens dÈterminÈ.",French
"Ainsi, celle-ci se vengera de ce qu'on lui fait de mal, ou au contraire rendra au centuple le bien qu'on lui fait.",French
Certains actes sont considÈrÈs comme contre nature.,French
"Ces expressions laissent penser que des cultures de l'homme contemporain accordent une valeur particuliËre ‡† la Nature, d'ordre Èthique, d'ordre moral ou d'ordre naturel, qu'il s'y inclut ou non.",French
La nature est perÁue par les sens et est pensÈe de faÁon variable selon les espËces et les individus inclus[rÈf.,French
souhaitÈe].,French
"Du point de vue philosophique, la distinction se fait simplement entre la nature, la nature des espËces et la reprÈsentation de la nature humaine (Homo sapiens).",French
"Le raisonnement confine, limite et prÈcise donc par dÈfaut la capacitÈ humaine et l'envergure ‡† accorder, ‡† reconnaÓtre et ‡† considÈrer ‡† la valeur de l'exercice.",French
La reprÈsentation de la ´†nature humaine†ª correspond logiquement aux philosophies humaines existantes et aux cultures humaines possibles.,French
"La ´†philosophie de la nature†ª est un sujet d'apparence inexplorable par l'Ítre vivant, malgrÈ de multiples miroitements perceptibles.",French
"D'une certaine faÁon, on peut dire que le christianisme, suivant la tradition biblique et juda‡Øque, a dÈsacralisÈ la nature, qui fut alors associÈe ‡† celle dÄôune transcendance divine, extÈrieure ‡† l'homme[1].",French
Le mot mÍme de ´†nature†ª n'apparaÓt jamais dans la Bible[1].,French
"Dans la GenËse, la nature est prÈsentÈe dans le rÈcit de la CrÈation, comme l'≈ìuvre d'un Dieu crÈateur†: La CrÈation se poursuit tout au long de ´†six jours†ª.",French
"Le sixiËme jour, Dieu crÈe l'homme et la femme†: La nature est alors prÈsentÈe comme un accËs ‡† lÄô‡âcriture sainte.",French
"Actuellement, pour les catholiques, la nature est l'appellation la‡Øque de crÈation.",French
"Saint Augustin, reprenant la tradition philosophique grecque, voit dans les crÈatures deux types de nature†: l'essence (essentia) et la substance (substantia).",French
"Pour lui, ´†mÍme le plus ignorant lit dans le monde†ª.",French
Les clÈs d'accËs aux ‡âcritures sont alors les quatre sens de l'‡âcriture.,French
La littÈrature allÈgorique du Moyen ‡Çge faisait appel ‡† plusieurs de ces sens pour l'interprÈtation des textes.,French
"Alain de Lille (1114-1203) Ècrivit par exemple deux poËmes (Anticlaudianus et De planctu Naturae) dont le principal personnage est ´†Nature†ª, qui est une figure emblÈmatique des lois du monde crÈÈ par Dieu.",French
"Il prÈcise que ces poËmes doivent Ítre lus ‡† trois niveaux†: au sens littÈral (pour l'entendement puÈril), au sens moral, ou au sens allÈgorique[16].",French
"Une autre illustration de ces reprÈsentations de la nature se trouve dans la sÈrie des tapisseries de La Dame ‡† la licorne, qui est toute chargÈe d'allÈgories[17].",French
"LÄôidÈe sous-jacente est que la nature ne fait rien au hasard, mais est soumise ‡† un commandement divin.",French
"Le transcendantalisme, nÈ au XIXe†siËcle, suit le principe selon lequel la nature est un Ítre divin, apprenant ‡† l'homme la raison et la beautÈ[1].",French
Les transcendantalistes trouvent dans la nature une source d'expÈriences et d'aventures indispensables au dÈveloppement intellectuel et spirituel de l'Homme.,French
Cette idÈe prÈvaut jusquÄô‡† l'apparition de la conception moderne de la science (GalilÈe).,French
"Nouvelles reprÈsentations Avec GalilÈe et Descartes, une nouvelle reprÈsentation du monde apparaÓt avec une nouvelle hiÈrarchie.",French
"Descartes rejette la philosophie scolastique†: Dans sa philosophie, Descartes introduisit des rapports radicalement nouveaux entre  l'homme et la nature, divisant le monde entre ´†res extensa†ª (les choses, donc la nature, passive) et ´†res cogitans†ª (l'esprit, donc l'Homme et Dieu, actifs et pourvus d'une intentionnalitÈ)[1].",French
"Avec lÄô‚ge classique au XVIIe†siËcle, et la naissance de la science moderne, on assiste ainsi ‡† lÄôinvention d'une nouvelle reprÈsentation de la nature.",French
"Cette reprÈsentation est le rÈsultat de la croyance de beaucoup de philosophes des XVIIe et XVIIIe†siËcles, selon lesquels la nature Ètait gouvernÈe par une loi universelle, la gravitation.",French
On perÁoit une extension des limites du monde connu ‡† d'autres planËtes.,French
Le monde s'Ètend alors au systËme solaire dont on connaÓt les ´†lois†ª d'Èvolution qu'il est possible de dÈcrire sous une forme mathÈmatique.,French
La mÈthode expÈrimentale permit de faire progresser la connaissance de lÄôhistoire ´†naturelle†ª (i.e.,French
des sciences naturelles).,French
Ce qui a fait dire ‡† Maurice Merleau-Ponty ´†Ce ne sont pas les dÈcouvertes scientifiques qui ont provoquÈ le changement de lÄôidÈe de Nature.,French
CÄôest le changement de lÄôidÈe de Nature qui a permis ces dÈcouvertes†ª[19].,French
"‡âmancipation de la pensÈe L'Èpoque moderne a aussi inventÈ la libertÈ de pensÈe (cogito ergo sum, dit Descartes), il devient possible de parler publiquement d'athÈisme.",French
"LÄôintervention divine devient alors plus abstraite, confinÈe au mystËre de la foi.",French
"Ainsi, certaines formes d'empirisme ne rejettent pas la notion de foi et de religion, au contraire†: la mÈthode expÈrimentale du physicien et chimiste irlandais Robert Boyle, par exemple, s'appuie sur une foi vÈcue dans l'expÈrimentation scientifique.",French
"Descartes rejette la conception aristotÈlicienne de la nature, l'existence de Dieu Ètant perÁue sur un plan purement mÈtaphysique.",French
"Une nouvelle conception de lÄôhomme apparut au XVIIIe†siËcle, un homme qui s'appuie davantage sur la raison et sur l'expÈrience pour comprendre le monde.",French
"Au XIXe†siËcle, la notion mÍme de mÈtaphysique s'estompe presque complËtement, submergÈe par les idÈologies.",French
"Spinoza reviendra sur les propos de Descartes qu'il rÈcuse notamment ‡† travers son expression Deus sive Natura (´†Dieu, c'est-‡†-dire la Nature†ª).",French
"Spinoza, dans Le TraitÈ thÈologico-politique et l'‡âthique identifie Dieu ‡† une Nature ´†nÈcessaire†ª, divinitÈ infinie et immanente qui fait un avec la nature.",French
La substance universelle se compose ainsi aussi bien du corps que de l'esprit.,French
"La conception de l'homme, dÈveloppÈe par Descartes, est tardive en Occident, mais Ègalement inÈdite dans lÄôhistoire du monde.",French
Les sciences humaines nÄôhÈritent pas dÄôun domaine vacant car lÄô´†homme nÄôexistait pas†ª.,French
Mais cette Èmancipation partielle de l'humanitÈ n'a pas pour autant supprimÈ toute forme de croyance.,French
"Pendant les LumiËres, alors que les pratiques religieuses sont souvent perÁues comme des superstitions par les philosophes, la conception populaire d'une sacralisation de la nature prit une emphase toute particuliËre.",French
"Ainsi, la croyance en un dieu crÈateur est trËs prÈsente ‡† travers le dÈisme†: Voltaire ne croyait-il pas en un dieu crÈateur, qui aurait abandonnÈ l'humanitÈ ‡† son triste destin†?",French
Cette croyance poussÈe ‡† l'extrÍme engendra le culte de la Raison et de l'‡ätre suprÍme.,French
"Il est significatif de constater que dans ce contexte de dÈchristianisation, parmi les fÍtes civiques, c'est la fÍte de la nature qui aura rÈellement du succËs.",French
‡âvolutions sÈmantiques et esthÈtiques Ce changement de reprÈsentation se fit ‡† la faveur d'un changement linguistique majeur†: l'apparition du franÁais classique[20].,French
"Ainsi, le mot physique, qui Ètymologiquement, en grec, signifie la nature dans son ensemble (phusika), changea de sens pour prendre un sens presque exclusivement scientifique.",French
Un autre corollaire fut une Èvolution de la sensibilitÈ esthÈtique.,French
"La hiÈrarchie des genres de la peinture classique, par exemple, accordait peu d'importance au paysage.",French
Celui-ci occupa ‡† partir du XIXe†siËcle une place beaucoup plus importante.,French
La conception cartÈsienne de la nature n'a pas pour autant supprimÈ le sens que donnent les naturalistes ‡† ce mot.,French
"L'histoire des sciences naturelles montre que l'interaction des Ítres vivants entre eux et avec leur milieu a ÈtÈ une prÈoccupation constante de beaucoup de scientifiques, qui a pris une importance croissante jusqu'‡† l'avËnement d'une Ècologie plus holistique, dont la naissance peut se situer vers le XVIIIe†siËcle.",French
"Elle illustre la diversitÈ des thËmes ÈtudiÈs en Ècologie, et de faÁon plus gÈnÈrale dans les sciences naturelles.",French
"Une Ètude de 2020[1] suggËre qu'il existe actuellement quatre sens principaux au terme ´†nature†ª, irrÈductibles les uns aux autres†: La notion de nature porte donc en elle des questions philosophiques, ‡† travers les rapports que l'homme entretient avec le milieu naturel et l'environnement, ses conceptions de la vie sociale, et les multiples sens qu'il est possible d'attribuer au mot nature dans les reprÈsentations sociales.",French
Le mot nature a donc conservÈ des sens multiples (polysÈmie).,French
"Les prÈoccupations environnementales actuelles montrent combien il importe d'identifier ces sens et leurs finalitÈs dans chaque contexte particulier†: suivant la dÈfinition utilisÈe, le rapport de l'HumanitÈ ‡† la ´†nature†ª n'est pas le mÍme, et l'idÈe de ´†conservation de la nature†ª change d'objet, d'objectifs et de mÈthodes[1].",French
La nature recouvre les rÈalitÈs suivantes†: La Terre est la seule planËte connue pour abriter la vie et ses caractÈristiques naturelles font l'objet de nombreuses recherches scientifiques.,French
"Au sein du SystËme solaire, c'est la troisiËme la plus proche du Soleil†; c'est la plus grande planËte tellurique et la cinquiËme plus grande de toutes.",French
"Ses principales caractÈristiques climatiques sont la prÈsence de deux grandes rÈgions polaires, deux zones tempÈrÈes relativement Ètroites et une vaste rÈgion Èquatoriale tropicale ‡† subtropicale[21][rÈf.",French
‡† confirmer].,French
"Les prÈcipitations varient considÈrablement selon l'endroit, de plusieurs mËtres d'eau par annÈe ‡† moins d'un millimËtre[rÈf.",French
nÈcessaire].,French
71†% de la surface de la Terre est recouverte d'ocÈans d'eau salÈe.,French
Le reste est constituÈ de continents et d'Óles[rÈf.,French
"nÈcessaire], la majeure partie des terres habitÈes se trouvant dans l'hÈmisphËre Nord[pertinence contestÈe].",French
La Terre a ÈvoluÈ gr‚ce ‡† des processus gÈologiques et biologiques qui ont laissÈ des traces des conditions originales.,French
La surface extÈrieure est divisÈe en plusieurs plaques tectoniques qui migrent progressivement.,French
"L'intÈrieur reste actif, avec une Èpaisse couche de manteau en convection et un noyau rempli de fer qui gÈnËre un champ magnÈtique.",French
Ce noyau de fer est composÈ d'une phase interne solide et d'une phase externe fluide.,French
"Le mouvement de convection dans le noyau gÈnËre des courants Èlectriques par dynamo qui, ‡† leur tour, gÈnËrent le champ gÈomagnÈtique[rÈf.",French
nÈcessaire].,French
"Les conditions atmosphÈriques ont ÈtÈ considÈrablement modifiÈes par rapport aux conditions d'origine par la prÈsence de formes de vie[22], ce qui crÈe un Èquilibre Ècologique qui stabilise les conditions de surface.",French
"MalgrÈ les grandes variations rÈgionales du climat selon la latitude et d'autres facteurs gÈographiques, le climat mondial moyen ‡† long terme est assez stable pendant les pÈriodes interglaciaires[23], et les variations d'un degrÈ ou deux de la tempÈrature moyenne mondiale ont eu historiquement des effets majeurs sur l'Èquilibre Ècologique et sur la gÈographie de la Terre[24],[25].",French
Voir†: Le caractËre imprÈcis de la dÈfinition mÍme de ´†Nature†ª entretient une ambigu‡ØtÈ dans la relation entre Hommes et Nature[1].,French
"La biosphËre terrestre Ètant de plus en plus marquÈe par l'empreinte de l'Homme, il devient de plus en plus difficile d'y trouver des espaces purement ´†naturels†ª au sens de ´†dÈpourvus d'influence humaine†ª.",French
"La nature au sens le plus strict est refoulÈe d'une part vers le bas, dans le sous-sol lointain et les grands fonds ocÈaniques, et d'autre part vers le haut, dans l'espace intersidÈral.",French
Les phÈnomËnes climatiques eux-mÍmes ne sont plus considÈrÈs comme indÈpendants de l'activitÈ humaine.,French
"D'un autre cÙtÈ, le concept est souvent employÈ dans un sens dÈrivÈ pour dÈsigner des espaces amÈnagÈs par l'homme mais dans lesquels une large place est rÈservÈe ‡† des peuplements vÈgÈtaux et animaux†; c'est ainsi qu'on peut parler de nature ‡† propos d'une forÍt, mÍme si elle est cultivÈe et exploitÈe depuis des siËcles, et qu'on qualifie mÍme de parcs naturels des territoires o˘ s'exercent des activitÈs agricoles intensives dotÈes de moyens mÈcaniques et chimiques modernes.",French
"Dans ce cas, le qualificatif naturel dÈsigne certaines caractÈristiques paysagËres (variables selon le lieu et sans dÈfinition universelle) et n'implique pas l'absence d'artifice humain.",French
"Il fait rÈfÈrence ‡† un mode de gestion de l'espace par l'Homme, plutÙt qu'‡† une absence d'intervention humaine.",French
"Le mot naturel a Ègalement ÈtÈ employÈ ‡† l'Èpoque coloniale dans un sens Èquivalent ‡† celui du mot anglais native, c'est-‡†-dire au sens Ètymologique, pour dÈsigner les habitants natifs des pays colonisÈs.",French
"Cette appellation, qui ne se voulait pas injurieuse, avait cependant une connotation raciste dans la mesure o˘ elle suggÈrait que ces hommes vivaient dans des conditions plus ´†proches de la nature†ª que les autres.",French
"Dans le mÍme ordre d'idÈes, l'imagination populaire reprÈsente souvent les hommes de la PrÈhistoire comme plus naturels que les hommes d'aujourd'hui, suggÈrant que la nature correspond ‡† un Ètat primitif dont le progrËs amËne inÈluctablement ‡† s'Èloigner.",French
L'idÈe de nature a ÈtÈ remaniÈe par la culture urbaine ‡† travers la notion mythique de sauvagerie dÈsignant de maniËre gÈnÈrale ce qui est extÈrieur ‡† la civilisation.,French
Le fait que le mÍme mot sauvage soit utilisÈ d'une part comme un synonyme de naturel et d'autre part pour qualifier des actes particuliËrement violents ou cruels (mÍme s'ils sont commis dans des sociÈtÈs urbaines avec des moyens techniques sophistiquÈs) met bien en Èvidence une certaine tradition idÈologique qui place plus ou moins consciemment du cÙtÈ de la nature ce qui est Ètranger ‡† la culture dominante et/ou mauvais.,French
"Paradoxalement, il se trouve aussi que, dans d'autres contextes, le mot naturel est employÈ dans la langue populaire comme un synonyme de normal, lÈgitime ou logique†; la Nature, lieu de la sauvagerie, est donc aussi celui du bon sens fondamental et, par voie de consÈquence, elle est la source des principes les plus lÈgitimes de l'Homme civilisÈ.",French
"Le dÈveloppement des sciences et des techniques au cours des deux derniers siËcles a ÈtÈ, de son cÙtÈ, largement accompagnÈ par une idÈologie d'opposition entre l'Homme et la Nature, la connaissance Ètant gÈnÈralement perÁue comme un instrument de domination de la Nature plutÙt que comme un moyen de vivre en harmonie avec elle.",French
"Cette Èpoque a vu aussi se dÈvelopper la philosophie du droit naturel, dont dÈcoulent notamment les droits de l'homme et selon laquelle l'Homme se verrait attribuer par nature des prÈrogatives immuables†; mais ici le paradoxe n'est qu'apparent, car dans ce contexte la notion de nature est employÈe dans le sens de nature humaine, et n'implique aucune espËce de ´†rÈconciliation†ª avec la Nature (la promotion des droits de l'homme est d'ailleurs, jusqu'‡† prÈsent, indÈpendante de toute prÈoccupation environnementale)[26].",French
"En fait, la distinction entre l'humain et le naturel repose essentiellement sur des notions historiques et subjectives, voire contradictoires.",French
La question de son bien-fondÈ universel reste ouverte.,French
"La distinction (parfois conÁue comme une opposition) a ÈtÈ inspirÈe et justifiÈe par le besoin, d'origine religieuse ou dÈcoulant de certaines formes d'humanisme, de reprÈsenter l'Homme comme un Ítre en-dehors ou au-dessus de la Nature mÍme si par ailleurs l'Homme n'est pas sÈparable de son environnement naturel avec lequel il est en interaction permanente et dont il ne peut pas plus s'affranchir que n'importe quelle autre espËce vivante[1].",French
"Voir les thËmes suivants†: La forÍt, stratÈgiquement importante pour la fourniture du bois, a fait l'objet d'une protection fonciËre particuliËre, renforcÈe en France depuis Colbert au XVIIe siËcle.",French
"RÈcemment, le gÈnome des espËces sauvages ou domestiques a pris une valeur juridique particuliËre avec une privatisation permise par ´†marques†ª de propriÈtÈ d'hybrides et variÈtÈs vÈgÈtales ´†crÈÈes ª (ou isolÈes) par les semenciers puis les premiËres autorisations de brevetage du vivant.",French
"Mais la faune, la flore, la fonge et les organismes vivant sont encore en France et dans de nombreux pays considÈrÈ par le lÈgislateur comme res nullius (chose sans propriÈtaire).",French
"Depuis peu, et au niveau international, ils tendent cependant ‡† Ítre identifiÈs comme une partie du bien commun, qu'est la biodiversitÈ, source de services ÈcosystÈmiques†; ce qui donne une ´†valeur†ª nouvelle ‡† la nature, notamment marquÈe en Europe par les directives Habitat ou Oiseaux.",French
"La ´†Nature†ª a rÈcemment dans plusieurs pays, dont en France acquis un droit de protection, puis de reprÈsentation, assimilable dans une certaine mesure et dans certains cas ‡† celui des droits des ´†victimes†ª.",French
"Ainsi, les amÈnageurs doivent prospectivement appliquer le principe ´†Èviter > rÈduire > compenser†ª les impacts Ècologiques lors des grands projets[27].",French
"Et, en cas de pollution ou de catastrophe, le pollueur doit maintenant prendre en charge des compensations et/ou rÈparations.",French
"ThÈoriquement, cela se fait selon le principe pollueur-payeur, qui reste cependant difficile ‡† appliquer quand la pollution est ancienne ou diffuse.",French
"Le principe de ´†prÈjudice Ècologique†ª a ÈtÈ en France, en 2012, confirmÈ par la Cour de Cassation lors du procËs de l'Erika.",French
"La notion de nature renvoie a priori ‡† lÄôidÈe dÄôun domaine ayant ses propres principes de dÈveloppement, qui serait hors de lÄôaction de lÄôhomme.",French
"Or, on rÈalise aujourd'hui que le changement climatique a une origine anthropique.",French
LÄôidÈe de nature nÄôest donc pas suffisante.,French
Il y a une complÈmentaritÈ et une interaction entre la nature et les communautÈs humaines.,French
LÄôesquisse de cette complÈmentaritÈ rÈciproque peut s'Èclairer avec la notion de culture Ècologique.,French
"On constate par exemple que les notions de patrimoine naturel et de patrimoine culturel sont intimement liÈes, en observant le patrimoine mondial de l'UNESCO qui dresse une liste de sites naturels et culturels.",French
"La convention de 2007 de l'UNESCO souligne l'interaction des communautÈs humaines avec la nature, dans la dÈfinition qui a ÈtÈ donnÈe du patrimoine culturel immatÈriel†: Voir aussi†: Culture et nature La notion de culture recouvre deux sens†: Le premier correspond ‡† lÄôidÈe de civilisation.",French
"Cette idÈe est aussi ancienne que l'histoire de l'humanitÈ, mais a trouvÈ une nouvelle signification avec la Philosophie des LumiËres.",French
"Dans ce sens, la culture est le trait distinctif de lÄôespËce humaine, associÈ ‡† ses savoirs et savoir-faire.",French
Cette conception franÁaise de la culture serait plutÙt individualiste.,French
"Le second est le sens allemand, Èmergeant sous lÄôinfluence du romantisme.",French
"La culture est la configuration particuliËre de croyances coutumiËres, traits matÈriels, organisations socialesÄ¶ elle est une totalitÈ singuliËre, une sphËre autonome incommensurables avec dÄôautres totalitÈs.",French
Cette conception plus collective s'oppose ‡† la conception franÁaise.,French
"Dans Les Mots et les Choses, Michel Foucault dÈfinit lÄôanthropologie comme lÄôÈtude des rapports entre la nature et la culture.",French
Globalement on peut apprÈhender cette question en distinguant les anthropologies matÈrialistes et les anthropologies symbolistes.,French
Les anthropologies matÈrialistes sÄôintÈressent aux fonctions structurantes de la vie matÈrielle.,French
"LÄôidÈe sous-jacente est que la nature est un dÈterminant de base†: elle y est dÈfinie en termes ethnocentrique, comme Ètant le moteur de la vie sociale.",French
"On y trouve lÄôanthropologie marxiste des annÈes 1970 en France, pour laquelle la nature est une donnÈe brute qui peut Ítre appropriÈe ou transformÈe, et lÄôenvironnement naturel est une prÈcondition de lÄôenvironnement Èconomique.",French
"On trouve aussi la sociobiologie et lÄôÈcologie culturelle, entre lesquelles on souligne un certain parallËle puisque pour les deux, la cause ultime des comportements revient au champ de la nature.",French
"Dans tous les cas, pour les anthropologies matÈrialistes, la culture est une forme particuliËre dÄôadaptation ‡† une nature qui serait partout un ÈlÈment dÈterminant et conditionnant.",French
Les anthropologies symbolistes sÄôintÈressent aux caractËres symboliques de la vie sociale.,French
Elles mettent lÄôaccent sur les aptitudes des hommes ‡† crÈer un monde de signification et dÄôintentionnalitÈs dÈpendant des dÈterminations brutes de la nature.,French
"Dans Anthropologie Structurale 2, LÈvi-Strauss dit que lÄôanthropologie est la discipline qui pense la relation entre la nature et la culture.",French
"La dichotomie nature / culture soulevÈe, lÄôopposition nature / culture suggËre deux possibilitÈs.",French
Soit la culture est ce qui donne un sens ‡† nature (la culture impose sa signification ‡† la nature).,French
Soit la nature dÈtermine les rapports sociaux (la nature donne forme ‡† la culture).,French
La dichotomie nature / culture utilisÈe comme outil analytique est en partie dÈrivÈe de Claude LÈvi-Strauss.,French
Il lÄôa notamment utilisÈe comme opÈrateur central pour dÈcoder les mythologies.,French
Celui-ci a ÈtÈ reconnu pertinent par les ethnologues de ces sociÈtÈs amÈrindiennes.,French
"La mythologie retrace la construction de la nature sur un fond initial dÄôindiffÈrenciation culturelle (ainsi, dans les mythes amÈrindiens, au dÈbut les animaux et les hommes avaient la mÍme apparence).",French
"Chez LÈvi-Strauss, lÄôopposition, l‡† o˘ elle est pertinente, cÄôest-‡†-dire dans les mythes, nÄôest quÄôune faÁon de mettre une Ètiquette sur des contrastes.",French
LÄôÈcologie culturelle donne un crÈdit illimitÈ ‡† la nature.,French
"LÄôanthropologie structurale, ‡† ce propos, nÄôoppose pas une forme dÄôidÈalisme mais aussi un naturalisme, mais un naturalisme de principe.",French
"LÈvi-Strauss nÄôa jamais variÈ dans lÄôidÈe que la nature conditionne les opÈrations intellectuelles, la nature devenant donc une construction empirique.",French
LÄôÈtude naturaliste doit permettre de comprendre la structure des groupes culturels.,French
Ce qui intÈresse LÈvi-Strauss est de rendre compte de la maniËre dont lÄôesprit opËre dans des contextes culturels et gÈographiques distincts (ex†: les Mythologiques).,French
"La mythologie rÈvËle dans une forme ÈpurÈe les opÈrations dÄôun esprit qui nÄôest plus condamnÈ ‡† mettre en ordre, mais qui peut ´†jouer†ª avec les rËgles de fonctionnement de la pensÈe.",French
"La dichotomie nature / culture est une spÈcificitÈ culturelle occidentale dÈveloppÈe en Europe ‡† partir de la Renaissance puis en Occident moderne de Descartes ‡† Darwin, qui sÄôest rÈpandue dans le monde entier, en mÍme temps que sÄôaccroissait lÄôinfluence politique, culturelle et commerciale de lÄôOccident (Grandes dÈcouvertes, colonisation, science occidentale), mais qui n'est pas partagÈe universellement[1],[28].",French
"Ce paradigme nÄôest pas simplement un outil analytique parmi dÄôautres, il est aussi la clef de vo˚te de lÄôÈpistÈmologie moderne.",French
"Ainsi, Philippe Descola dans Par-del‡† nature et culture (2005) distingue quatre ´†modes dÄôidentification†ª qui sont le totÈmisme, lÄôanimisme, l'analogisme et le naturalisme.",French
"Selon lui, seule la sociÈtÈ naturaliste (occidentale) produit cette frontiËre entre soi et autrui ‡† travers lÄôidÈe de ´†nature†ª dans le sens de ´†ce qui ne relËve pas de la culture†ª, ce qui ne relËve pas des traits distinctifs de lÄôespËce humaine, et des savoirs et savoir-faire humains (une des quatre dÈfinitions ÈnumÈrÈes plus haut)[1].",French
Son usage comme outil analytique en ethnologie a parfois ÈtÈ fÈcond.,French
"Toutefois, et Descola lÄôa montrÈ dans Par-del‡† nature et culture, lÄôidÈe de nature est ÈtrangËre ‡† de nombreuses sociÈtÈs.",French
WikipÈdia ‡âcouter est une encyclopÈdie universelle et multilingue crÈÈe par Jimmy Wales et Larry Sanger le 15 janvier 2001.,French
"Il s'agit d'une ≈ìuvre libre, c'est-‡†-dire que chacun est libre de la rediffuser.",French
"GÈrÈe en wiki dans le site web wikipedia.org gr‚ce au logiciel MediaWiki, elle permet ‡† tous les internautes d'Ècrire et de modifier des articles.",French
Elle est devenue en quelques annÈes l'encyclopÈdie la plus fournie et la plus consultÈe au monde.,French
L'organisation ‡† but non lucratif amÈricaine Wikimedia Foundation est dÈpositaire de la marque Wikipedia.,French
Elle finance l'hÈbergement web de l'encyclopÈdie.,French
"L'anglais a ÈtÈ la premiËre langue utilisÈe, et WikipÈdia en anglais compte plus de six millions d'articles dÈbut 2020.",French
"WikipÈdia en franÁais, ouverte le 23 mars 2001, compte un peu plus de deux millions d'articles la mÍme annÈe.",French
"WikipÈdia existe en plus de 300 langues, dans une apparence unie, mais avec de grandes variations de contenus.",French
"En mars 2000, Jimmy Wales met en ligne sur le Web une encyclopÈdie libre[1] appelÈe Nupedia.",French
"Il bÈnÈficie pour cela du soutien de la sociÈtÈ Bomis, dont il est l'actionnaire majoritaire[2].",French
Larry Sanger est engagÈ dans cette sociÈtÈ au titre de rÈdacteur en chef.,French
"Comme Nupedia fonctionne avec un comitÈ scientifique, la progression du nombre d'articles est trËs lente[3].",French
"Le 2 janvier 2001, Larry Sanger discute avec le programmeur Ben Kovitz, qui lui explique le concept du wiki.",French
"Vu la frustration occasionnÈe par la lenteur des progrËs de Nupedia, Larry Sanger propose ‡† Jimmy Wales de crÈer un wiki sous licence publique gÈnÈrale GNU afin d'accroÓtre la vitesse de dÈveloppement des articles, ce qui aboutit au lancement formel de WikipÈdia le 15 janvier 2001[1],[2].",French
"En effet, Ètymologiquement, le terme ´†WikipÈdia†ª est un mot-valise issu de la fusion de deux termes†: wiki, type de site Web collaboratif (d'aprËs le mot hawa‡Øen wikiwiki qui signifie ´†rapide†ª[4]), se rÈfÈrant au fait que l'encyclopÈdie a toujours vocation ‡† s'amÈliorer rapidement et ‡† Ítre constamment active de par son mode de fonctionnement, et -pÈdia, dÈrivÈ du mot grec œÄŒ±ŒπŒ¥ŒµŒØŒ±, paideia, ´†instruction†ª, ´†Èducation†ª.",French
"Ce nouveau projet devait servir ‡† fournir du contenu textuel selon une mÈthode plus souple, permettant ensuite Èventuellement d'alimenter Nupedia, aprËs un passage par le filtre d'un comitÈ d'experts.",French
La version franÁaise de WikipÈdia est officiellement crÈÈe le 23 mars 2001.,French
"Elle est la premiËre version de WikipÈdia dans une langue autre que l'anglais, suivie par les versions en allemand et en catalan[2].",French
"‡ partir de ce moment, Larry Sanger travaille parallËlement sur Nupedia et WikipÈdia.",French
Il participe ‡† l'Èlaboration de la plupart des rËgles de fonctionnement de cette derniËre[2].,French
"En fÈvrier 2002, la rÈtribution de son travail pour Nupedia et WikipÈdia est supprimÈe du budget allouÈ par Bomis†; en consÈquence de quoi il dÈmissionne officiellement le 1er mars 2002 de ses fonctions sur les deux projets[a].",French
"En 2003, la progression de Nupedia stagne, alors que WikipÈdia se dÈveloppe trËs rapidement.",French
"Le 26 septembre 2003, Nupedia est dÈfinitivement fermÈe et son contenu intÈgrÈ ‡† WikipÈdia, qui poursuit son expansion.",French
"Selon Larry Sanger, Nupedia a ÈchouÈ ‡† cause d'une chaÓne Èditoriale trop lourde et de la difficultÈ ‡† trouver des rÈdacteurs bÈnÈvoles[2].",French
"Le 20 juin 2003, la Wikimedia Foundation est crÈÈe pour financer le soutien technique de WikipÈdia[5].",French
"Jimmy Wales intervient fin 2005 sur l'article ´†Wikipedia†ª de WikipÈdia en anglais, pour retirer l'information selon laquelle Larry Sanger en Ètait cofondateur, puisque Sanger a toujours ÈtÈ un salariÈ.",French
"Cet ÈvÈnement donne lieu ‡† de nombreux articles dans la presse anglophone, ainsi qu'‡† des images humoristiques sur le sujet[b].",French
